address,name,address2 ,city,postcode ,lat,lng,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level
Child Development Centre,"Child Dev Ctr, Nightingale PCC",Butlers Green Road,"Haywards Heath, West Sussex",RH16 4BN,51.0001855,-0.1160416,"Haywards Heath (Mid Sussex), RH16 4BN, United Kingdom",,,,,Haywards Heath,RH16 4BN,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
RSCH Haematology Day Case Unit,"Haematology Day Case Unit, RSCH",,,BN2 5BE,50.23958,-5.18572,"St. Day (St. Day), ENG, United Kingdom",,,St. Day,,,,St. Day,Cornwall,CON,England,ENG,United Kingdom,,gb,0,
RSCH Level 11 pre-op,"L11 (preop), Thomas Kemp Tower",Royal Sussex County Hospitall,"Eastern Road, Brighton",BN2 5BE,50.81993535,-0.117443104,"The Royal Alex Children's Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,The Royal Alex Children's Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.2,gb,0.2,1
Comm Derm Serv at Carden Surgery,"Community Dermatology, Carden Surg","County Oak Med Ctr, Carden Hill","Brighton, East Sussex",BN1 8DD,50.860522,-0.1285275,"Carden Hill, Brighton, BN1 8AA, United Kingdom",,Carden Hill,,Hollingbury,Carden Hill,BN1 8AA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"The White House, Hove",The White House,54 New Church Road,"Hove, East Sussex",BN3 4FL,50.8305703,-0.190472,"New Church Road, Hove, BN3 4JT, United Kingdom",,New Church Road,,Aldrington,New Church Road,BN3 4JT,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"Park Practice, Eastbourne","Park Practice, Eastbourne Park PCC",Broadwater Way,"Eastbourne, East Sussex",BN22 9PQ,50.7947636,0.2776934,"Eastbourne, BN22 9PQ, United Kingdom",,,,,Eastbourne,BN22 9PQ,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
"Quintin Medical Centre, Hailsham",The Quintin Medical Centre,Hawkswood Road,"Hailsham, East Sussex",BN27 1UG,50.8791465,0.2565683,"Hawkswood Road, Wealden, BN27 1UZ, United Kingdom",,Hawkswood Road,,Upper Horsebridge,Hawkswood Road,BN27 1UZ,Wealden,East Sussex,ESX,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"Carmel Medical Practice, Darlington",Carmel Medical Practice,Nunnery Lane,Darlington,DL3 8SQ,54.5278467,-1.5792995,"Darlington, DL3 8SQ, United Kingdom",,,,,Darlington,DL3 8SQ,,Darlington,DAL,England,ENG,United Kingdom,,gb,0.6,1
"Rochdale Surgery, Palmers Green",Rochdale Surgery,Broomfield Avenue,Palmers Green,N13 4JJ,51.6185336,-0.1118079,"North London Health Centre, Broomfield Avenue, London, N13 4JJ, United Kingdom",,Broomfield Avenue,London Borough of Enfield,Palmers Green,North London Health Centre,N13 4JJ,London,Greater London,,England,ENG,United Kingdom,1,gb,0.5,1
"Parnwell MC, Peterborough",Parnwell Medical Centre,Saltersgate,"Peterborough, Cambridgeshire",PE1 4YL,52.5933805,-0.205347,"Saltersgate, Peterborough, PE1 4YA, United Kingdom",,Saltersgate,,Parnwell,Saltersgate,PE1 4YA,Peterborough,City of Peterborough,,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"Tanners Meadow Surgey, Brockham",The Surgery,Tanners Meadow,"Brockham, Betchworth, Surrey",RH3 7NJ,51.2211947,-0.2848328,"Tanners Meadow, Mole Valley, RH3 7NJ, United Kingdom",,Tanners Meadow,,Brockham,Tanners Meadow,RH3 7NJ,Mole Valley,Surrey,SRY,England,ENG,United Kingdom,1,gb,0.7,1
"New House Surgery, Dorking",New House Surgery,142a South Street,"Dorking, Surrey",RH4 2QR,51.22853,-0.3355099,"Dorking (Mole Valley), RH4 2QR, United Kingdom",,,,,Dorking,RH4 2QR,Mole Valley,Surrey,SRY,England,ENG,United Kingdom,,gb,0.6,1
"Leith Hilll Practice, Dorking","Leith Hill Practice, Old Forge Surg",168 The Street,"Capel, Dorking, Surrey",RH5 5EN,51.1505719,-0.3219823,"The Street, Mole Valley, RH5 5EJ, United Kingdom",,The Street,,Capel,The Street,RH5 5EJ,Mole Valley,Surrey,SRY,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"Wayside Surgery, Horley",Wayside Surgery,Kings Road,"Horley, Surrey",RH6 7AD,51.1729469,-0.1657746,"Kings Road, Reigate and Banstead, RH6 7AD, United Kingdom",,Kings Road,Horley,Meath Green,Kings Road,RH6 7AD,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,1,gb,0.7,1
"Birchwood Medical Practice, Horley",Birchwood Medical Practice,"The Health Centre, Kings Road","Horley, Surrey",RH6 7DG,51.17287,-0.16611,"Horley (Reigate and Banstead), RH6 7DG, United Kingdom",,,,,Horley,RH6 7DG,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,,gb,0.6,1
"The Jenner Practice, Forest Hill",The Jenner Practice,201 Stanstead Road,"Forest Hill, London",SE23 1HU,51.4420955,-0.0404803,"Stanstead Road, London, SE23 1HU, United Kingdom",,Stanstead Road,London Borough of Lewisham,Perry Vale,Stanstead Road,SE23 1HU,London,Greater London,,England,ENG,United Kingdom,1,gb,0.7,1
"Belgrave MC (Dr Muir), London SW1","Dr V Muir's Pract, Belgrave MC",13 Pimlico Road,London,SW1W 8NA,51.49067395,-0.151455282,"13-17 Pimlico Road, London, SW1W 8NB, United Kingdom",13-17,Pimlico Road,Westminster,Belgravia,,SW1W 8NB,London,Greater London,,England,ENG,United Kingdom,1,gb,0.81,1
"Belgrave MC (Dr Shakarchi), London","Dr Shakarchi's Pract., Belgrave MC",13 Pimlico Road,London,SW1W 8NA,51.49067395,-0.151455282,"13-17 Pimlico Road, London, SW1W 8NB, United Kingdom",13-17,Pimlico Road,Westminster,Belgravia,,SW1W 8NB,London,Greater London,,England,ENG,United Kingdom,1,gb,0.81,1
"Saxonbury House Surg, Crowborough",Saxonbury House Surgery,Croft Road,"Crowborough, East Sussex",TN6 1DL,51.0569495,0.1614968,"Croft Road, Wealden, TN6 1DL, United Kingdom",,Croft Road,,,Croft Road,TN6 1DL,Wealden,East Sussex,ESX,England,ENG,United Kingdom,1,gb,0.7,1
"The Brook Surgery, Jarvis Brook",The Brook Surgery,Crowborough Hill,"Jarvis Brook, Crowborough",TN6 2ED,51.04913775,0.186054947,"Crowborough (Wealden), TN6 2ED, United Kingdom",,,,,Crowborough,TN6 2ED,Wealden,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
Groombridge and Hartfield Med Grp,Groombridge and Hartfield Med Grp,"The Nook, Withyham Road","Groombridge, Tunbridge Wells",TN3 9QP,51.1110345,0.1775032,"Withyham Road, Wealden, TN3 9QN, United Kingdom",,Withyham Road,,Withyham,Withyham Road,TN3 9QN,Wealden,East Sussex,ESX,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"Neurology Secretaries, RSCH",Neurology Secretaries,Royal Sussex County Hospital,"Eastern Road, Brighton",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
"Pulborough Med Group, Pulborough",Pulborough Primary Care Centre,Spiro Close,"Pulborough, West Sussex",RH20 1FG,50.9609479,-0.5090774,"Pulborough (Horsham), RH20 1FG, United Kingdom",,,,,Pulborough,RH20 1FG,Horsham,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
Community Dermatology Mile Oak,"fao Briony Jefferies, B&H Skin Care","BICS, 177 Preston Road",Brighton,BN1 6AG,50.8383906,-0.148571445,"Park Centre, 177 Preston Road, Brighton, BN1 6AU, United Kingdom",177,Preston Road,,Prestonville,Park Centre,BN1 6AU,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.63,1
1st trimester Downs screening (RSCH,,,,BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",,,,,,BN2 5BE,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
RSCH Haematology Outpatients,Haematology Outpatients,Royal Sussex County Hospital,"Eastern Rd, Brighton",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
Brighton and Hove Skin Care,"BICS Ltd, Fourth Floor",177 Preston Road,"Brighton, East Sussex",BN1 6AG,50.8383906,-0.148571445,"Park Centre, 177 Preston Road, Brighton, BN1 6AU, United Kingdom",177,Preston Road,,Prestonville,Park Centre,BN1 6AU,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Clermont Child Protection Unit,Clermont Child Protection Unit,251 Preston Road,"Brighton, East Sussex",BN1 6SE,50.8386735,-0.1475657,"Preston Road, Brighton, BN1 6AF, United Kingdom",,Preston Road,,Prestonville,Preston Road,BN1 6AF,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"Assertive Outreach Team, Summerfold","AOT, Summerfold Day Hospital",Leylands Road,"Burgess Hill, West Sussex",RH15 8JE,50.9619164,-0.1337632,"Leylands Road, Mid Sussex, RH15 8JE, United Kingdom",,Leylands Road,,World's End,Leylands Road,RH15 8JE,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,1,gb,0.7,1
Kettering General Hospital,Rothwell Road,Kettering,Northants,NN16 8UZ,52.4015179,-0.740761188,"Kettering General Hospital, Rothwell Road, Kettering, NN16 8UZ, United Kingdom",,Rothwell Road,,,Kettering General Hospital,NN16 8UZ,Kettering,North Northamptonshire,,England,ENG,United Kingdom,0.567,gb,0.53865,1
Spire Tunbridge Wells Hospital,Spire Tunbridge Wells Hospital,"Fordcombe Road, Fordcombe","Tunbridge Wells, Kent",TN3 0RD,51.13451,0.18815,"Speldhurst (Tunbridge Wells), TN3 0RD, United Kingdom",,,,,Speldhurst,TN3 0RD,Tunbridge Wells,Kent,KEN,England,ENG,United Kingdom,,gb,0.6,1
"The Lister Hospital, London",The Lister Hospital,Chelsea Bridge Road,London,SW1W 8RH,51.4864471,-0.150205847,"Lister Hospital, Chelsea Bridge Road, London, SW1W 8RH, United Kingdom",,Chelsea Bridge Road,,Pimlico,Lister Hospital,SW1W 8RH,London,Greater London,,England,ENG,United Kingdom,1,gb,0.666666667,1
BICS Muscloskeletal Service,"BICS Ltd, Fourth Floor",177 Preston Road,Brighton,BN1 6AG,50.8383906,-0.148571445,"Park Centre, 177 Preston Road, Brighton, BN1 6AU, United Kingdom",177,Preston Road,,Prestonville,Park Centre,BN1 6AU,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.63,1
BICS Gynaecology Service,"BICS Ltd, Fourth Floor",177 Preston Road,Brighton,BN1 6AG,50.8383906,-0.148571445,"Park Centre, 177 Preston Road, Brighton, BN1 6AU, United Kingdom",177,Preston Road,,Prestonville,Park Centre,BN1 6AU,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.63,1
RSCH Respiratory Medicine,Respiratory Medicine,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
"Surrey and Sussex HPU, Horsham",Surrey and Sussex HPU,"County Hall North, Chart Way","Horsham, West Sussex",RX12 1XA,50.9553752,-0.1297964,"Horsham & Mid Sussex Voluntary Action, 38 Church Road, Mid Sussex, RH15 9AE, United Kingdom",38,Church Road,Burgess Hill,World's End,Horsham & Mid Sussex Voluntary Action,RH15 9AE,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,0.0882,gb,0.0441,0.285714286
Copy reports for VTE team,"DVT Liaison Service, Barry Building","Room M1163, Switchboard","Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",,,,,Brighton and Hove,BN2 5BE,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,1
Clin Inves & Research Facility RSCH,Clin Inves & Research Facility,Royal Sussex County Hospital,,BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.27783,gb,0.27783,0.63
"Microbiology, St Richards Hospital",Department of Medical Microbiology,St Richards Hospital,"Chichester, West Sussex",PO19 6SE,50.7973814,-0.698800157,"St Wilfreds Hospice Furniture Outlet., Chalcraft Lane, Arun, PO21 5TZ, United Kingdom",,Chalcraft Lane,Bersted,Bersted,St Wilfreds Hospice Furniture Outlet.,PO21 5TZ,Arun,West Sussex,WSX,England,ENG,United Kingdom,0.04500846,gb,0.04500846,0.285714286
Sussex Community Dermatology Svce,"SDS, Worthing Laser & Skin Clinic",51 Chesswood Road,"Worthing, West Sussex",BN11 2AA,50.8198549,-0.3595485,"Chesswood Road, Worthing, BN11 2AA, United Kingdom",,Chesswood Road,,Broadwater,Chesswood Road,BN11 2AA,Worthing,West Sussex,WSX,England,ENG,United Kingdom,1,gb,0.7,1
Stoke Mandeville Hospital,Biochemistry Department,Stoke Mandeville Hospital,"Aylesbury, Bucks",HP21 8AL,51.79798,-0.80201,"Aylesbury, HP21 8AL, United Kingdom",,,,,Aylesbury,HP21 8AL,Aylesbury,Buckinghamshire,BKM,England,ENG,United Kingdom,,gb,0.7,1
Kent Health Protection Unit,Kent Health Protection Unit,"Civic Centre, Level 2, Tannery Lane","Ashford, Kent",TN23 1PL,51.1464957,0.8787002,"Ashford, TN23 1PL, United Kingdom",,,,,Ashford,TN23 1PL,Ashford,Kent,KEN,England,ENG,United Kingdom,,gb,0.6,1
"Gender Identity Clinic, ICH",Gender Identity Clinic,Charing Cross Hospital,,WD 8RF,51.4870677,-0.2205297,"Charing Cross Hospital Entrance, Fulham Palace Road, London, W6 8RF, United Kingdom",,Fulham Palace Road,London Borough of Hammersmith and Fulham,Brook Green,Charing Cross Hospital Entrance,W6 8RF,London,Greater London,,England,ENG,United Kingdom,,gb,0.729,0.81
PRH Poynings Unit,Poynings Unit,Princess Royal Hospital,,RH16 4EX,50.9922126,-0.0912113,"Princess Royal Hospital, Lewes Road, Mid Sussex, RH17 7SA, United Kingdom",,Lewes Road,Franklands Village,,Princess Royal Hospital,RH17 7SA,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.567,0.567
"Willow Green Surgery, East Preston",Willow Green Surgery,Station Road,"East Preston, West Sussex",BN16 3AH,50.8144348,-0.4901503,"Station Road, Arun, BN16 3AH, United Kingdom",,Station Road,West Preston,,Station Road,BN16 3AH,Arun,West Sussex,WSX,England,ENG,United Kingdom,1,gb,0.7,1
"Warrior Square Surgery, St Leonards",Warrior Square Surgery,"Marlborough House, 19-21 Warrior Sq","St Leonards-on-Sea, East Sussex",TN37 6BG,50.85297,0.56198,"Hastings, TN37 6BG, United Kingdom",,,,,Hastings,TN37 6BG,Hastings,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
Reigate & Banstead Env  Health,"Reigate & Bansted BC, Env Health","Town Hall, Castlefield Road","Reigate, Surrey",RH2 0SH,51.2395946,-0.2046714,"Castlefield Road, Reigate and Banstead, RH2 0SH, United Kingdom",,Castlefield Road,,Meadvale,Castlefield Road,RH2 0SH,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,1,gb,0.7,1
Epsom & Ewell Environmental Health,"Eposm & Ewell BC, Env Health","Town Hall, The Parade","Epsom, Surrey",KT18 5BY,51.3329561,-0.26553085,"Epsom and Ewell, KT18 5BY, United Kingdom",,,,,Epsom and Ewell,KT18 5BY,Epsom and Ewell,Surrey,SRY,England,ENG,United Kingdom,,gb,0.6,1
Guildford Environmental Health,"Guildford BC, Environmental Health","Millmead House, Millmead","Guildford, Surrey",GU2 5BB,51.2339103,-0.5768642,"Millmead, Guildford, GU2 4HJ, United Kingdom",,,,Guildford Park,Millmead,GU2 4HJ,Guildford,Surrey,SRY,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Spelthorne Environmental Health,"Spelthorne BC, Env Health","Council Offices, Knowle Green","Staines, Middlesex",TW18 1XB,51.429714,-0.499178,"Staines-Upon-Thames, TW18 1XB, United Kingdom",,,,,TW18 1XB,TW18 1XB,Staines-Upon-Thames,,,,,United Kingdom,,gb,0.6,1
Tandridge Environmental Health,"Tandridge DC, Environmental Health",Station Road East,"Oxted, Surrey",RH8 0BT,51.2567873,-0.0002427,"Station Road East, Limpsfield, RH8 0BD, United Kingdom",,Station Road East,,Limpsfield,Station Road East,RH8 0BD,Limpsfield,Surrey,SRY,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Woking Environmental Health,"Woking Borough Council, Env Health","Civic Offices, Gloucester Square","Woking, Surrey",GU21 6YD,51.320945,-0.559569,"Gloucester Square, Woking, GU21 6YD, United Kingdom",,Gloucester Square,,,,GU21 6YD,Woking,Surrey,SRY,England,ENG,United Kingdom,0.5,gb,0.25,0.5
Elmbridge Environmental Health,"Elmbridge BC, Environmental Health","Civic Centre, High Street","Esher, Surrey",KT10 9SD,51.3699269,-0.361852,"Esher (Elmbridge), KT10 9SD, United Kingdom",,,,,Esher,KT10 9SD,Elmbridge,Surrey,SRY,England,ENG,United Kingdom,,gb,0.6,1
Runnymede Environmental Health,"Runnymede BC, Environmental Health","Civic Centre, Station Road","Addlestone, Surrey",KT15 2AH,51.3711009,-0.491221,"Station Road, Runnymede, KT15 2AH, United Kingdom",,Station Road,,,Station Road,KT15 2AH,Borough of Runnymede,Surrey,SRY,England,ENG,United Kingdom,1,gb,0.7,1
Surrey Heath Environmental Health,"Surrey Heath BC, Env Health","Surrey Heath House, Knowle Road","Camberley, Surrey",GU15 3HD,51.33911,-0.743083,"Surrey Heath Borough Council, Knoll Road, Camberley, GU15 3HD, United Kingdom",,Knoll Road,,,Surrey Heath Borough Council,GU15 3HD,Camberley,Surrey,SRY,England,ENG,United Kingdom,0.9,gb,0.45,1
Waverley Environmental Health,"Waverley Borough Counil, Env Health","Council Offices, The Burys","Godalming, Surrey",GU7 1HR,51.1869951,-0.61101925,"Godalming (Waverley), GU7 1HR, United Kingdom",,,,,Godalming,GU7 1HR,Waverley,Surrey,SRY,England,ENG,United Kingdom,,gb,0.6,1
Mole Valley Environmental Health,"Mole Valley DC, Env Health",Pippbrook,"Dorking, Surrey",RH4 1SJ,51.2356,-0.32532,"Dorking (Mole Valley), RH4 1SJ, United Kingdom",,,,,Dorking,RH4 1SJ,Mole Valley,Surrey,SRY,England,ENG,United Kingdom,,gb,0.6,1
"Belmont Surgery, Wadhurst",Belmont Surgery,St James Square,"Wadhurst, East Sussex",TN5 6BJ,51.0623,0.33929,"Wadhurst (Wadhurst), TN5 6BJ, United Kingdom",,,Wadhurst,,,TN5 6BJ,Wadhurst,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.083333333,0.333333333
Brighton Compressed Air Project,Brighton Compressed Air Project,"Rokeby House, Doune Road",Dunblane,FK15 9AT,56.189653,-3.9721093,"Doune Road, Dunblane, FK15 9AT, United Kingdom",,Doune Road,,,Doune Road,FK15 9AT,Dunblane,Stirling,STG,Scotland,SCT,United Kingdom,1,gb,0.7,1
RSCH Gynae Assessment Unit,Gynae Assessment Unit,Royal Sussex County Hospital,Brighton,BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
Ashford Environmental Health,"Environmental Health, Ashford BC","Civic Centre, Tannery Lane","Ashford, Kent",TN23 1PL,51.1464957,0.8787002,"Ashford, TN23 1PL, United Kingdom",,,,,Ashford,TN23 1PL,Ashford,Kent,KEN,England,ENG,United Kingdom,,gb,0.6,1
Maidstone Environmental Health,"Environmental Health, Maidstone BC","Maidstone House, King Street","Maidstone, Kent",ME15 6JQ,51.27261,0.52651,"Maidstone, ME15 6JQ, United Kingdom",,,,,Maidstone,ME15 6JQ,Maidstone,Kent,KEN,England,ENG,United Kingdom,,gb,0.6,1
Canterbury Environmental Health,"Environmental Health, Canterbury CC",Military Road,"Canterbury, Kent",CT1 1YW,51.2835637,1.0926705,"Canterbury, CT1 1YW, United Kingdom",,,,,Canterbury,CT1 1YW,Canterbury,Kent,KEN,England,ENG,United Kingdom,,gb,0.6,1
Dartford Environmental Health,"Environmental Serv., Dartford BC,","Civic Centre, Home Gardens","Dartford, Kent",DA1 1DR,51.4464557,0.2184545,"Home Gardens, Dartford, DA1 1DR, United Kingdom",,Home Gardens,,Temple Hill,Home Gardens,DA1 1DR,Dartford,Kent,KEN,England,ENG,United Kingdom,1,gb,0.7,1
Dover Environmental Health,"Environmental Services, Dover DC","Council Offices, Honeywood Road","Whitfield, Dover, Kent",CT16 3PJ,51.1543407,1.2902783,"Honeywood Road, Dover, CT16 2ET, United Kingdom",,Honeywood Road,,Whitfield,Honeywood Road,CT16 2ET,Dover,Kent,KEN,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Gravesham Environmental Health,"Regulatory Services, Gravesham BC","Civic Centre, Windmill Street","Gravesend, Kent",DA12 1AU,51.4401227,0.3683286,"Gravesend (Gravesham), DA12 1AU, United Kingdom",,,,,Gravesend,DA12 1AU,Gravesham,Kent,KEN,England,ENG,United Kingdom,,gb,0.6,1
Medway Environmental Health,"Env. Health, Medway Counci","Civic HQ, Gun Wharf, Dock Road","Chatham, Kent",ME4 4TR,51.3890324,0.524185,"Chatham, ME4 4TR, United Kingdom",,,,,Chatham,ME4 4TR,Chatham,Medway,MDW,England,ENG,United Kingdom,,gb,0.6,1
Sevenoaks Environmental Health,"Environmental Health, Sevenoaks DC",Argyle Road,"Sevenoaks, Kent",TN13 1HG,51.2718211,0.188877,"Argyle Road, Sevenoaks, TN13 1HH, United Kingdom",,Argyle Road,,Kippington,Argyle Road,TN13 1HH,Sevenoaks,Kent,KEN,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Shepway Environmental Health,"Environmental Health, Shepway DC",Castle Hill Avenue,"Folkestone, Kent",CT20 2QY,51.0793974,1.1694418,"Folkestone (Folkestone and Hythe District), CT20 2QY, United Kingdom",,,,,Folkestone,CT20 2QY,Folkestone and Hythe District,Kent,KEN,England,ENG,United Kingdom,,gb,0.6,1
Swale Environmental Health,"Environmental Health, Swale BC","Swale House, East Street","Sittingbourne, Kent",ME10 3HT,51.3395,0.741,"Borough of Swale, Swale, ME10 3HT, United Kingdom",,,,,Borough of Swale,ME10 3HT,Borough of Swale,Kent,KEN,England,ENG,United Kingdom,,gb,0.6,1
Thanet Environmental Health,"Environmental Health, Thanet DC","Council Offices, PO Box 270","Margate, Kent",CT9 1XL,51.34979245,1.404264591,"270 Margate Road, Thanet, CT12 6SY, United Kingdom",270,Margate Road,Ramsgate Civil Parish,Whitehall,,CT12 6SY,Thanet,Kent,KEN,England,ENG,United Kingdom,,gb,0,0.125
